title,artist,year,avg_rating,ratings_count,genres,source,collection_date,rank,is_synthetic,provenance_status
Album_2006_0008,Artist_2006_0008,2006,3.6,54,Ambient,synthetic,2026-08-08T00:56:44.307637,608,True,illustrative_synthetic
Album_2006_0009,Artist_2006_0009,2006,2.86,96,Pop,synthetic,2026-08-08T00:56:44.307637,609,True,illustrative_synthetic
Album_2006_0010,Artist_2006_0010,2006,3.07,796,"Metal, Experimental",synthetic,2026-08-08T00:56:44.307637,610,True,illustrative_synthetic
Album_2006_0011,Artist_2006_0011,2006,3.84,59,Alt. Rock,synthetic,2026-08-08T00:56:44.307637,611,True,illustrative_synthetic
Album_2006_0012,Artist_2006_0012,2006,3.65,257,"Pop, R&B, Metal",synthetic,2026-08-08T00:56:44.307637,612,True,illustrative_synthetic
Album_2006_0013,Artist_2006_0013,2006,2.28,555,"Pop, R&B",synthetic,2026-08-08T00:56:44.307637,613,True,illustrative_synthetic
Album_2006_0014,Artist_2006_0014,2006,3.04,50,"Hip-Hop, Jazz",synthetic,2026-08-08T00:56:44.307637,614,True,illustrative_synthetic
Album_2006_0015,Artist_2006_0015,2006,2.98,122,"Reggae, Electronic, Jazz",synthetic,2026-08-08T00:56:44.307637,615,True,illustrative_synthetic
Album_2006_0016,Artist_2006_0016,2006,2.8,74,"Ambient, Punk, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,616,True,illustrative_synthetic
Album_2006_0017,Artist_2006_0017,2006,2.54,139,Rock,synthetic,2026-08-08T00:56:44.307637,617,True,illustrative_synthetic
Album_2006_0018,Artist_2006_0018,2006,3.61,99,"Ambient, Experimental, R&B",synthetic,2026-08-08T00:56:44.307637,618,True,illustrative_synthetic
Album_2006_0019,Artist_2006_0019,2006,3.51,392,"Folk, Indie Rock, Jazz",synthetic,2026-08-08T00:56:44.307637,619,True,illustrative_synthetic
Album_2006_0020,Artist_2006_0020,2006,3.52,50,"Pop, Indie Rock, Ambient",synthetic,2026-08-08T00:56:44.307637,620,True,illustrative_synthetic
Album_2006_0021,Artist_2006_0021,2006,2.88,296,"Blues, Classical, Folk",synthetic,2026-08-08T00:56:44.307637,621,True,illustrative_synthetic
Album_2006_0022,Artist_2006_0022,2006,2.47,108,"Blues, Jazz, Metal",synthetic,2026-08-08T00:56:44.307637,622,True,illustrative_synthetic
Album_2006_0023,Artist_2006_0023,2006,2.74,78,"Jazz, Hip-Hop, Metal",synthetic,2026-08-08T00:56:44.307637,623,True,illustrative_synthetic
Album_2006_0024,Artist_2006_0024,2006,3.48,138,Reggae,synthetic,2026-08-08T00:56:44.307637,624,True,illustrative_synthetic
Album_2006_0025,Artist_2006_0025,2006,3.04,50,"Alt. Rock, Experimental, Pop",synthetic,2026-08-08T00:56:44.307637,625,True,illustrative_synthetic
Album_2006_0026,Artist_2006_0026,2006,3.3,677,"Indie Rock, Country",synthetic,2026-08-08T00:56:44.307637,626,True,illustrative_synthetic
Album_2006_0027,Artist_2006_0027,2006,2.86,728,Rock,synthetic,2026-08-08T00:56:44.307637,627,True,illustrative_synthetic
Album_2006_0028,Artist_2006_0028,2006,3.17,65,R&B,synthetic,2026-08-08T00:56:44.307637,628,True,illustrative_synthetic
Album_2006_0029,Artist_2006_0029,2006,3.55,244,"Hip-Hop, Jazz, R&B",synthetic,2026-08-08T00:56:44.307637,629,True,illustrative_synthetic
Album_2006_0030,Artist_2006_0030,2006,3.54,73,"Reggae, Metal",synthetic,2026-08-08T00:56:44.307637,630,True,illustrative_synthetic
Album_2006_0031,Artist_2006_0031,2006,3.65,113,Experimental,synthetic,2026-08-08T00:56:44.307637,631,True,illustrative_synthetic
Album_2006_0032,Artist_2006_0032,2006,2.33,50,"Country, Punk",synthetic,2026-08-08T00:56:44.307637,632,True,illustrative_synthetic
Album_2006_0033,Artist_2006_0033,2006,3.31,341,"Indie Rock, Experimental, Ambient",synthetic,2026-08-08T00:56:44.307637,633,True,illustrative_synthetic
Album_2006_0034,Artist_2006_0034,2006,3.82,531,"Rock, Classical, Metal",synthetic,2026-08-08T00:56:44.307637,634,True,illustrative_synthetic
Album_2006_0035,Artist_2006_0035,2006,3.89,536,Country,synthetic,2026-08-08T00:56:44.307637,635,True,illustrative_synthetic
Album_2006_0036,Artist_2006_0036,2006,3.26,155,"Alt. Rock, R&B",synthetic,2026-08-08T00:56:44.307637,636,True,illustrative_synthetic
Album_2006_0037,Artist_2006_0037,2006,3.43,196,Punk,synthetic,2026-08-08T00:56:44.307637,637,True,illustrative_synthetic
Album_2006_0038,Artist_2006_0038,2006,3.92,195,Reggae,synthetic,2026-08-08T00:56:44.307637,638,True,illustrative_synthetic
Album_2006_0039,Artist_2006_0039,2006,3.13,149,"Alt. Rock, Electronic",synthetic,2026-08-08T00:56:44.307637,639,True,illustrative_synthetic
Album_2006_0040,Artist_2006_0040,2006,3.18,199,"Jazz, Hip-Hop, Metal",synthetic,2026-08-08T00:56:44.307637,640,True,illustrative_synthetic
Album_2006_0041,Artist_2006_0041,2006,3.43,374,"Blues, Ambient",synthetic,2026-08-08T00:56:44.307637,641,True,illustrative_synthetic
Album_2006_0042,Artist_2006_0042,2006,3.63,15111,"Rock, Electronic",synthetic,2026-08-08T00:56:44.307637,642,True,illustrative_synthetic
Album_2006_0043,Artist_2006_0043,2006,3.46,437,"Rock, Blues",synthetic,2026-08-08T00:56:44.307637,643,True,illustrative_synthetic
Album_2006_0044,Artist_2006_0044,2006,3.53,528,"Electronic, Indie Rock",synthetic,2026-08-08T00:56:44.307637,644,True,illustrative_synthetic
Album_2006_0045,Artist_2006_0045,2006,4.02,106,"Metal, Indie Rock, Classical",synthetic,2026-08-08T00:56:44.307637,645,True,illustrative_synthetic
Album_2006_0046,Artist_2006_0046,2006,3.04,296,Ambient,synthetic,2026-08-08T00:56:44.307637,646,True,illustrative_synthetic
Album_2006_0047,Artist_2006_0047,2006,3.06,155,Jazz,synthetic,2026-08-08T00:56:44.307637,647,True,illustrative_synthetic
Album_2006_0048,Artist_2006_0048,2006,3.78,472,"Ambient, Metal, Blues",synthetic,2026-08-08T00:56:44.307637,648,True,illustrative_synthetic
Album_2006_0049,Artist_2006_0049,2006,3.88,90,"R&B, Hip-Hop, Folk",synthetic,2026-08-08T00:56:44.307637,649,True,illustrative_synthetic
Album_2006_0050,Artist_2006_0050,2006,2.49,96,"Electronic, Jazz, Reggae",synthetic,2026-08-08T00:56:44.307637,650,True,illustrative_synthetic
Album_2006_0051,Artist_2006_0051,2006,3.28,402,"Hip-Hop, Country, Folk",synthetic,2026-08-08T00:56:44.307637,651,True,illustrative_synthetic
Album_2006_0052,Artist_2006_0052,2006,3.72,218,"Jazz, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,652,True,illustrative_synthetic
Album_2006_0053,Artist_2006_0053,2006,3.18,63,"Ambient, Metal, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,653,True,illustrative_synthetic
Album_2006_0054,Artist_2006_0054,2006,3.46,1825,Country,synthetic,2026-08-08T00:56:44.307637,654,True,illustrative_synthetic
Album_2006_0055,Artist_2006_0055,2006,3.4,915,"Electronic, Punk",synthetic,2026-08-08T00:56:44.307637,655,True,illustrative_synthetic
Album_2006_0056,Artist_2006_0056,2006,3.71,50,"Country, Classical",synthetic,2026-08-08T00:56:44.307637,656,True,illustrative_synthetic
Album_2006_0057,Artist_2006_0057,2006,2.99,67,"Rock, Metal, Blues",synthetic,2026-08-08T00:56:44.307637,657,True,illustrative_synthetic
Album_2006_0058,Artist_2006_0058,2006,2.85,136,"Experimental, Blues",synthetic,2026-08-08T00:56:44.307637,658,True,illustrative_synthetic
Album_2006_0059,Artist_2006_0059,2006,2.68,144,Experimental,synthetic,2026-08-08T00:56:44.307637,659,True,illustrative_synthetic
Album_2006_0060,Artist_2006_0060,2006,2.97,116,"Folk, Metal",synthetic,2026-08-08T00:56:44.307637,660,True,illustrative_synthetic
Album_2006_0061,Artist_2006_0061,2006,3.21,333,"Punk, Country, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,661,True,illustrative_synthetic
Album_2006_0062,Artist_2006_0062,2006,2.94,66,Hip-Hop,synthetic,2026-08-08T00:56:44.307637,662,True,illustrative_synthetic
Album_2006_0063,Artist_2006_0063,2006,2.99,50,"Punk, Metal, Pop",synthetic,2026-08-08T00:56:44.307637,663,True,illustrative_synthetic
Album_2006_0064,Artist_2006_0064,2006,3.19,50,Country,synthetic,2026-08-08T00:56:44.307637,664,True,illustrative_synthetic
Album_2006_0065,Artist_2006_0065,2006,3.19,392,Country,synthetic,2026-08-08T00:56:44.307637,665,True,illustrative_synthetic
Album_2006_0066,Artist_2006_0066,2006,3.69,50,"Metal, Blues, Country",synthetic,2026-08-08T00:56:44.307637,666,True,illustrative_synthetic
Album_2006_0067,Artist_2006_0067,2006,3.45,50,"R&B, Country, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,667,True,illustrative_synthetic
Album_2006_0068,Artist_2006_0068,2006,3.15,146,"Hip-Hop, Classical",synthetic,2026-08-08T00:56:44.307637,668,True,illustrative_synthetic
Album_2006_0069,Artist_2006_0069,2006,4.17,99,Pop,synthetic,2026-08-08T00:56:44.307637,669,True,illustrative_synthetic
Album_2006_0070,Artist_2006_0070,2006,3.28,50,"Jazz, R&B, Metal",synthetic,2026-08-08T00:56:44.307637,670,True,illustrative_synthetic
Album_2006_0071,Artist_2006_0071,2006,3.32,179,"R&B, Reggae",synthetic,2026-08-08T00:56:44.307637,671,True,illustrative_synthetic
Album_2006_0072,Artist_2006_0072,2006,2.81,124,"Hip-Hop, Pop",synthetic,2026-08-08T00:56:44.307637,672,True,illustrative_synthetic
Album_2006_0073,Artist_2006_0073,2006,3.04,50,Rock,synthetic,2026-08-08T00:56:44.307637,673,True,illustrative_synthetic
Album_2006_0074,Artist_2006_0074,2006,3.1,50,"Jazz, Classical, Pop",synthetic,2026-08-08T00:56:44.307637,674,True,illustrative_synthetic
Album_2006_0075,Artist_2006_0075,2006,3.03,293,"Classical, Indie Rock, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,675,True,illustrative_synthetic
Album_2006_0076,Artist_2006_0076,2006,3.41,50,Blues,synthetic,2026-08-08T00:56:44.307637,676,True,illustrative_synthetic
Album_2006_0077,Artist_2006_0077,2006,3.7,564,"Folk, Ambient, Metal",synthetic,2026-08-08T00:56:44.307637,677,True,illustrative_synthetic
Album_2006_0078,Artist_2006_0078,2006,3.27,70,"Jazz, Reggae, Indie Rock",synthetic,2026-08-08T00:56:44.307637,678,True,illustrative_synthetic
Album_2006_0079,Artist_2006_0079,2006,2.7,50,"Blues, Rock",synthetic,2026-08-08T00:56:44.307637,679,True,illustrative_synthetic
Album_2006_0080,Artist_2006_0080,2006,3.77,155,"Experimental, Classical",synthetic,2026-08-08T00:56:44.307637,680,True,illustrative_synthetic
Album_2006_0081,Artist_2006_0081,2006,3.37,166,"Classical, Electronic",synthetic,2026-08-08T00:56:44.307637,681,True,illustrative_synthetic
Album_2006_0082,Artist_2006_0082,2006,3.55,258,"Folk, Electronic",synthetic,2026-08-08T00:56:44.307637,682,True,illustrative_synthetic
Album_2006_0083,Artist_2006_0083,2006,3.37,83,Reggae,synthetic,2026-08-08T00:56:44.307637,683,True,illustrative_synthetic
Album_2006_0084,Artist_2006_0084,2006,3.49,127,"Metal, Punk",synthetic,2026-08-08T00:56:44.307637,684,True,illustrative_synthetic
Album_2006_0085,Artist_2006_0085,2006,3.24,50,"R&B, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,685,True,illustrative_synthetic
Album_2006_0086,Artist_2006_0086,2006,2.78,141,Metal,synthetic,2026-08-08T00:56:44.307637,686,True,illustrative_synthetic
Album_2006_0087,Artist_2006_0087,2006,2.52,260,Punk,synthetic,2026-08-08T00:56:44.307637,687,True,illustrative_synthetic
Album_2006_0088,Artist_2006_0088,2006,3.06,154,"Rock, Classical",synthetic,2026-08-08T00:56:44.307637,688,True,illustrative_synthetic
Album_2006_0089,Artist_2006_0089,2006,2.71,1504,Country,synthetic,2026-08-08T00:56:44.307637,689,True,illustrative_synthetic
Album_2006_0090,Artist_2006_0090,2006,3.9,288,"Blues, Experimental",synthetic,2026-08-08T00:56:44.307637,690,True,illustrative_synthetic
Album_2006_0091,Artist_2006_0091,2006,2.83,106,"Indie Rock, Reggae",synthetic,2026-08-08T00:56:44.307637,691,True,illustrative_synthetic
Album_2006_0092,Artist_2006_0092,2006,2.87,219,"Pop, Electronic",synthetic,2026-08-08T00:56:44.307637,692,True,illustrative_synthetic
Album_2006_0093,Artist_2006_0093,2006,3.62,154,"Blues, Country, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,693,True,illustrative_synthetic
Album_2006_0094,Artist_2006_0094,2006,3.51,50,"Indie Rock, R&B",synthetic,2026-08-08T00:56:44.307637,694,True,illustrative_synthetic
Album_2006_0095,Artist_2006_0095,2006,3.26,514,Folk,synthetic,2026-08-08T00:56:44.307637,695,True,illustrative_synthetic
Album_2006_0096,Artist_2006_0096,2006,3.47,50,"Experimental, Classical, Indie Rock",synthetic,2026-08-08T00:56:44.307637,696,True,illustrative_synthetic
Album_2006_0097,Artist_2006_0097,2006,2.56,78,Folk,synthetic,2026-08-08T00:56:44.307637,697,True,illustrative_synthetic
Album_2006_0098,Artist_2006_0098,2006,2.99,265,"Hip-Hop, Punk",synthetic,2026-08-08T00:56:44.307637,698,True,illustrative_synthetic
Album_2006_0099,Artist_2006_0099,2006,3.54,84,Blues,synthetic,2026-08-08T00:56:44.307637,699,True,illustrative_synthetic
Album_2006_0100,Artist_2006_0100,2006,3.44,91,"Pop, Classical, Folk",synthetic,2026-08-08T00:56:44.307637,700,True,illustrative_synthetic
Album_2007_0001,Artist_2007_0001,2007,3.45,2163,"Classical, Rock",synthetic,2026-08-08T00:56:44.307637,701,True,illustrative_synthetic
Album_2007_0002,Artist_2007_0002,2007,3.83,50,"Reggae, Classical",synthetic,2026-08-08T00:56:44.307637,702,True,illustrative_synthetic
Album_2007_0003,Artist_2007_0003,2007,3.38,694,"Classical, Rock, Metal",synthetic,2026-08-08T00:56:44.307637,703,True,illustrative_synthetic
Album_2007_0004,Artist_2007_0004,2007,3.05,126,"Alt. Rock, Pop",synthetic,2026-08-08T00:56:44.307637,704,True,illustrative_synthetic
Album_2007_0005,Artist_2007_0005,2007,3.02,183,Alt. Rock,synthetic,2026-08-08T00:56:44.307637,705,True,illustrative_synthetic
Album_2007_0006,Artist_2007_0006,2007,3.0,322,"Metal, Folk, Jazz",synthetic,2026-08-08T00:56:44.307637,706,True,illustrative_synthetic
Album_2007_0007,Artist_2007_0007,2007,3.13,50,"Classical, Experimental, Rock",synthetic,2026-08-08T00:56:44.307637,707,True,illustrative_synthetic
Album_2007_0008,Artist_2007_0008,2007,3.27,141,"Country, Rock, Indie Rock",synthetic,2026-08-08T00:56:44.307637,708,True,illustrative_synthetic
Album_2007_0009,Artist_2007_0009,2007,3.0,50,Pop,synthetic,2026-08-08T00:56:44.307637,709,True,illustrative_synthetic
Album_2007_0010,Artist_2007_0010,2007,3.06,174,"Hip-Hop, Indie Rock",synthetic,2026-08-08T00:56:44.307637,710,True,illustrative_synthetic
Album_2007_0011,Artist_2007_0011,2007,2.64,125,Metal,synthetic,2026-08-08T00:56:44.307637,711,True,illustrative_synthetic
Album_2007_0012,Artist_2007_0012,2007,3.57,50,"Indie Rock, R&B",synthetic,2026-08-08T00:56:44.307637,712,True,illustrative_synthetic
Album_2007_0013,Artist_2007_0013,2007,2.82,50,"Blues, Experimental, Classical",synthetic,2026-08-08T00:56:44.307637,713,True,illustrative_synthetic
Album_2007_0014,Artist_2007_0014,2007,4.23,50,"Rock, Reggae",synthetic,2026-08-08T00:56:44.307637,714,True,illustrative_synthetic
Album_2007_0015,Artist_2007_0015,2007,2.83,80,Rock,synthetic,2026-08-08T00:56:44.307637,715,True,illustrative_synthetic
Album_2007_0016,Artist_2007_0016,2007,3.45,76,"R&B, Reggae",synthetic,2026-08-08T00:56:44.307637,716,True,illustrative_synthetic
Album_2007_0017,Artist_2007_0017,2007,3.16,1376,"Indie Rock, Rock",synthetic,2026-08-08T00:56:44.307637,717,True,illustrative_synthetic
Album_2007_0018,Artist_2007_0018,2007,2.96,1791,"Classical, R&B, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,718,True,illustrative_synthetic
Album_2007_0019,Artist_2007_0019,2007,3.62,50,"Pop, Jazz, Blues",synthetic,2026-08-08T00:56:44.307637,719,True,illustrative_synthetic
Album_2007_0020,Artist_2007_0020,2007,2.9,569,"Punk, Hip-Hop, Electronic",synthetic,2026-08-08T00:56:44.307637,720,True,illustrative_synthetic
Album_2007_0021,Artist_2007_0021,2007,2.64,144,"R&B, Classical",synthetic,2026-08-08T00:56:44.307637,721,True,illustrative_synthetic
Album_2007_0022,Artist_2007_0022,2007,2.79,185,"Jazz, Reggae",synthetic,2026-08-08T00:56:44.307637,722,True,illustrative_synthetic
Album_2007_0023,Artist_2007_0023,2007,3.26,50,"Punk, Folk, Metal",synthetic,2026-08-08T00:56:44.307637,723,True,illustrative_synthetic
Album_2007_0024,Artist_2007_0024,2007,2.47,50,Country,synthetic,2026-08-08T00:56:44.307637,724,True,illustrative_synthetic
Album_2007_0025,Artist_2007_0025,2007,2.7,1692,"Experimental, Hip-Hop, Pop",synthetic,2026-08-08T00:56:44.307637,725,True,illustrative_synthetic
Album_2007_0026,Artist_2007_0026,2007,3.59,200,Country,synthetic,2026-08-08T00:56:44.307637,726,True,illustrative_synthetic
Album_2007_0027,Artist_2007_0027,2007,3.23,50,Ambient,synthetic,2026-08-08T00:56:44.307637,727,True,illustrative_synthetic
Album_2007_0028,Artist_2007_0028,2007,3.29,691,"Jazz, Folk, Metal",synthetic,2026-08-08T00:56:44.307637,728,True,illustrative_synthetic
Album_2007_0029,Artist_2007_0029,2007,3.19,94,"Ambient, Country, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,729,True,illustrative_synthetic
Album_2007_0030,Artist_2007_0030,2007,2.75,508,Pop,synthetic,2026-08-08T00:56:44.307637,730,True,illustrative_synthetic
Album_2007_0031,Artist_2007_0031,2007,2.88,60,"Hip-Hop, Pop, Classical",synthetic,2026-08-08T00:56:44.307637,731,True,illustrative_synthetic
Album_2007_0032,Artist_2007_0032,2007,3.01,220,Hip-Hop,synthetic,2026-08-08T00:56:44.307637,732,True,illustrative_synthetic
Album_2007_0033,Artist_2007_0033,2007,3.69,86,"Ambient, Jazz",synthetic,2026-08-08T00:56:44.307637,733,True,illustrative_synthetic
Album_2007_0034,Artist_2007_0034,2007,3.04,383,"Blues, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,734,True,illustrative_synthetic
Album_2007_0035,Artist_2007_0035,2007,3.37,50,"Jazz, Classical, Electronic",synthetic,2026-08-08T00:56:44.307637,735,True,illustrative_synthetic
Album_2007_0036,Artist_2007_0036,2007,3.59,172,"Hip-Hop, Experimental, Jazz",synthetic,2026-08-08T00:56:44.307637,736,True,illustrative_synthetic
Album_2007_0037,Artist_2007_0037,2007,2.96,63,"Ambient, Classical, R&B",synthetic,2026-08-08T00:56:44.307637,737,True,illustrative_synthetic
Album_2007_0038,Artist_2007_0038,2007,3.1,50,"Blues, Electronic, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,738,True,illustrative_synthetic
Album_2007_0039,Artist_2007_0039,2007,2.93,123,Alt. Rock,synthetic,2026-08-08T00:56:44.307637,739,True,illustrative_synthetic
Album_2007_0040,Artist_2007_0040,2007,3.8,611,"Country, Classical",synthetic,2026-08-08T00:56:44.307637,740,True,illustrative_synthetic
Album_2007_0041,Artist_2007_0041,2007,3.74,77,Pop,synthetic,2026-08-08T00:56:44.307637,741,True,illustrative_synthetic
Album_2007_0042,Artist_2007_0042,2007,3.18,71,"R&B, Punk",synthetic,2026-08-08T00:56:44.307637,742,True,illustrative_synthetic
Album_2007_0043,Artist_2007_0043,2007,3.52,1592,Electronic,synthetic,2026-08-08T00:56:44.307637,743,True,illustrative_synthetic
Album_2007_0044,Artist_2007_0044,2007,3.53,51,"Rock, Metal",synthetic,2026-08-08T00:56:44.307637,744,True,illustrative_synthetic
Album_2007_0045,Artist_2007_0045,2007,2.38,350,Metal,synthetic,2026-08-08T00:56:44.307637,745,True,illustrative_synthetic
Album_2007_0046,Artist_2007_0046,2007,3.27,158,"Experimental, Alt. Rock, Indie Rock",synthetic,2026-08-08T00:56:44.307637,746,True,illustrative_synthetic
Album_2007_0047,Artist_2007_0047,2007,3.35,50,"Rock, Pop",synthetic,2026-08-08T00:56:44.307637,747,True,illustrative_synthetic
Album_2007_0048,Artist_2007_0048,2007,3.79,421,"Blues, Indie Rock, Classical",synthetic,2026-08-08T00:56:44.307637,748,True,illustrative_synthetic
Album_2007_0049,Artist_2007_0049,2007,3.21,358,Reggae,synthetic,2026-08-08T00:56:44.307637,749,True,illustrative_synthetic
Album_2007_0050,Artist_2007_0050,2007,3.28,283,"Punk, Jazz",synthetic,2026-08-08T00:56:44.307637,750,True,illustrative_synthetic
Album_2007_0051,Artist_2007_0051,2007,2.92,72,"Pop, Alt. Rock, Ambient",synthetic,2026-08-08T00:56:44.307637,751,True,illustrative_synthetic
Album_2007_0052,Artist_2007_0052,2007,3.85,184,Ambient,synthetic,2026-08-08T00:56:44.307637,752,True,illustrative_synthetic
Album_2007_0053,Artist_2007_0053,2007,2.7,50,"Jazz, Classical",synthetic,2026-08-08T00:56:44.307637,753,True,illustrative_synthetic
Album_2007_0054,Artist_2007_0054,2007,3.86,162,Experimental,synthetic,2026-08-08T00:56:44.307637,754,True,illustrative_synthetic
Album_2007_0055,Artist_2007_0055,2007,3.49,50,Reggae,synthetic,2026-08-08T00:56:44.307637,755,True,illustrative_synthetic
Album_2007_0056,Artist_2007_0056,2007,4.19,207,"Jazz, Experimental, Rock",synthetic,2026-08-08T00:56:44.307637,756,True,illustrative_synthetic
Album_2007_0057,Artist_2007_0057,2007,3.56,50,"Reggae, Electronic",synthetic,2026-08-08T00:56:44.307637,757,True,illustrative_synthetic
Album_2007_0058,Artist_2007_0058,2007,4.02,2973,Reggae,synthetic,2026-08-08T00:56:44.307637,758,True,illustrative_synthetic
Album_2007_0059,Artist_2007_0059,2007,3.04,420,Experimental,synthetic,2026-08-08T00:56:44.307637,759,True,illustrative_synthetic
Album_2007_0060,Artist_2007_0060,2007,3.12,50,Electronic,synthetic,2026-08-08T00:56:44.307637,760,True,illustrative_synthetic
Album_2007_0061,Artist_2007_0061,2007,3.09,119,"R&B, Punk, Metal",synthetic,2026-08-08T00:56:44.307637,761,True,illustrative_synthetic
Album_2007_0062,Artist_2007_0062,2007,2.98,52,"Blues, Rock, Ambient",synthetic,2026-08-08T00:56:44.307637,762,True,illustrative_synthetic
Album_2007_0063,Artist_2007_0063,2007,2.41,4562,Folk,synthetic,2026-08-08T00:56:44.307637,763,True,illustrative_synthetic
Album_2007_0064,Artist_2007_0064,2007,3.39,50,Rock,synthetic,2026-08-08T00:56:44.307637,764,True,illustrative_synthetic
Album_2007_0065,Artist_2007_0065,2007,3.23,50,Country,synthetic,2026-08-08T00:56:44.307637,765,True,illustrative_synthetic
Album_2007_0066,Artist_2007_0066,2007,3.34,345,Punk,synthetic,2026-08-08T00:56:44.307637,766,True,illustrative_synthetic
Album_2007_0067,Artist_2007_0067,2007,2.74,155,"Hip-Hop, Indie Rock",synthetic,2026-08-08T00:56:44.307637,767,True,illustrative_synthetic
Album_2007_0068,Artist_2007_0068,2007,3.28,392,"Punk, Experimental",synthetic,2026-08-08T00:56:44.307637,768,True,illustrative_synthetic
Album_2007_0069,Artist_2007_0069,2007,3.73,98,Hip-Hop,synthetic,2026-08-08T00:56:44.307637,769,True,illustrative_synthetic
Album_2007_0070,Artist_2007_0070,2007,3.03,158,"Experimental, Pop, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,770,True,illustrative_synthetic
Album_2007_0071,Artist_2007_0071,2007,3.58,50,Jazz,synthetic,2026-08-08T00:56:44.307637,771,True,illustrative_synthetic
Album_2007_0072,Artist_2007_0072,2007,2.86,185,Hip-Hop,synthetic,2026-08-08T00:56:44.307637,772,True,illustrative_synthetic
Album_2007_0073,Artist_2007_0073,2007,3.05,889,Folk,synthetic,2026-08-08T00:56:44.307637,773,True,illustrative_synthetic
Album_2007_0074,Artist_2007_0074,2007,3.04,50,"Indie Rock, Alt. Rock, Pop",synthetic,2026-08-08T00:56:44.307637,774,True,illustrative_synthetic
Album_2007_0075,Artist_2007_0075,2007,4.22,50,Ambient,synthetic,2026-08-08T00:56:44.307637,775,True,illustrative_synthetic
Album_2007_0076,Artist_2007_0076,2007,3.23,50,"Electronic, Reggae",synthetic,2026-08-08T00:56:44.307637,776,True,illustrative_synthetic
Album_2007_0077,Artist_2007_0077,2007,3.57,146,Alt. Rock,synthetic,2026-08-08T00:56:44.307637,777,True,illustrative_synthetic
Album_2007_0078,Artist_2007_0078,2007,3.54,199,Jazz,synthetic,2026-08-08T00:56:44.307637,778,True,illustrative_synthetic
Album_2007_0079,Artist_2007_0079,2007,3.23,1959,Rock,synthetic,2026-08-08T00:56:44.307637,779,True,illustrative_synthetic
Album_2007_0080,Artist_2007_0080,2007,3.65,50,"Indie Rock, Metal",synthetic,2026-08-08T00:56:44.307637,780,True,illustrative_synthetic
Album_2007_0081,Artist_2007_0081,2007,3.02,133,"Pop, Ambient",synthetic,2026-08-08T00:56:44.307637,781,True,illustrative_synthetic
Album_2007_0082,Artist_2007_0082,2007,2.87,50,Alt. Rock,synthetic,2026-08-08T00:56:44.307637,782,True,illustrative_synthetic
Album_2007_0083,Artist_2007_0083,2007,3.72,1307,Electronic,synthetic,2026-08-08T00:56:44.307637,783,True,illustrative_synthetic
Album_2007_0084,Artist_2007_0084,2007,2.92,50,"Classical, Country, Pop",synthetic,2026-08-08T00:56:44.307637,784,True,illustrative_synthetic
Album_2007_0085,Artist_2007_0085,2007,4.03,465,"Metal, Experimental",synthetic,2026-08-08T00:56:44.307637,785,True,illustrative_synthetic
Album_2007_0086,Artist_2007_0086,2007,3.54,65,"Indie Rock, R&B, Reggae",synthetic,2026-08-08T00:56:44.307637,786,True,illustrative_synthetic
Album_2007_0087,Artist_2007_0087,2007,3.28,137,"Indie Rock, Hip-Hop, Country",synthetic,2026-08-08T00:56:44.307637,787,True,illustrative_synthetic
Album_2007_0088,Artist_2007_0088,2007,3.88,175,Hip-Hop,synthetic,2026-08-08T00:56:44.307637,788,True,illustrative_synthetic
Album_2007_0089,Artist_2007_0089,2007,3.53,50,"Indie Rock, Pop",synthetic,2026-08-08T00:56:44.307637,789,True,illustrative_synthetic
Album_2007_0090,Artist_2007_0090,2007,2.73,689,"Classical, Metal, Pop",synthetic,2026-08-08T00:56:44.307637,790,True,illustrative_synthetic
Album_2007_0091,Artist_2007_0091,2007,3.33,469,"Alt. Rock, Metal",synthetic,2026-08-08T00:56:44.307637,791,True,illustrative_synthetic
Album_2007_0092,Artist_2007_0092,2007,2.94,305,"Country, Blues",synthetic,2026-08-08T00:56:44.307637,792,True,illustrative_synthetic
Album_2007_0093,Artist_2007_0093,2007,3.25,50,Electronic,synthetic,2026-08-08T00:56:44.307637,793,True,illustrative_synthetic
Album_2007_0094,Artist_2007_0094,2007,2.78,50,Punk,synthetic,2026-08-08T00:56:44.307637,794,True,illustrative_synthetic
Album_2007_0095,Artist_2007_0095,2007,3.44,289,"Ambient, Alt. Rock, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,795,True,illustrative_synthetic
Album_2007_0096,Artist_2007_0096,2007,3.14,88,Metal,synthetic,2026-08-08T00:56:44.307637,796,True,illustrative_synthetic
